Scan	BasePeak	RT	MaxIntensity	CumulativeIntensity
1122	430.888793945313	9.825345	52621.6953125	81067653.5507507
1123	430.888885498047	9.835105	45282.04296875	81138133.2182922
1125	430.889312744141	9.84863833333333	78602.296875	81265893.2466125
1126	430.889282226563	9.85860166666667	78959.1484375	81395726.9826355
1127	430.889007568359	9.86909166666667	78913.609375	81531088.492981
1128	430.889038085938	9.87963	83653.1875	81672670.8291626
1129	430.889038085938	9.89007	85244.7109375	81815867.6239624
1130	430.889221191406	9.90066833333333	66366.1328125	81917267.2615662
1131	430.888885498047	9.91105166666667	80409.640625	82045503.1350403
1132	430.888946533203	9.9216	87654.6484375	82188737.6065369
1133	430.889068603516	9.93205666666667	83091.0078125	82325208.0050049
1134	430.889007568359	9.94255833333333	88643.6171875	82466565.782135
1135	430.889068603516	9.95304166666667	99018.5703125	82623948.8318787
1136	430.889099121094	9.96357833333333	102263.1015625	82787884.1410217
1137	430.889221191406	9.97401333333333	93569.6875	82941786.0989075
1138	430.889129638672	9.984505	90377.984375	83088374.7787781
1139	430.889251708984	9.99500666666667	88778.578125	83230632.4543762
1140	430.889038085938	10.00555	90273.796875	83375087.7128906
1141	430.889221191406	10.0163233333333	100286.8125	83535570.0557251
1142	430.889129638672	10.0264733333333	102306.7109375	83698666.2094727
1143	430.889221191406	10.03697	103171.8203125	83867706.9220581
1144	430.889221191406	10.0475033333333	98726.7265625	84024907.1715088
1145	430.889221191406	10.0579466666667	84343.5234375	84164536.8544922
1146	430.889221191406	10.068525	96245.9453125	84317173.8198853
1148	430.889251708984	10.0824816666667	95897.90625	84471383.5142212
1149	430.889312744141	10.0924783333333	109883.5625	84647650.7108765
1150	430.889221191406	10.1029616666667	91672.4375	84796111.5864868
1152	430.889282226563	10.11705	83225.09375	84936848.9308472
1153	430.889190673828	10.1270116666667	82340.1953125	85068371.2399292
1154	430.889221191406	10.137535	78155.6015625	85201078.1618042
1155	430.889129638672	10.148	69932.0078125	85326025.0675659
1156	430.889312744141	10.158535	60680.1640625	85427288.7599182
1157	430.889190673828	10.1689733333333	81626.0390625	85560847.9289856
1159	430.889343261719	10.1830216666667	62242.96875	85668064.0945435
1160	430.889282226563	10.1930283333333	55143.55078125	85754697.1976929
1161	430.889251708984	10.2034783333333	73859.578125	85877924.6852417
1163	430.889282226563	10.2177866666667	65607.796875	85992043.0650024
1165	430.889312744141	10.2315333333333	65378.83203125	86102187.9537354
1166	430.889221191406	10.2415883333333	68583.578125	86221187.0258484
1167	430.888641357422	10.2523233333333	44534.140625	86294713.2646179
1168	430.889404296875	10.262375	91028.671875	86450347.722168
1169	430.889434814453	10.2728216666667	85643.9453125	86592919.543335
1170	430.889190673828	10.2833233333333	109098.0546875	86766182.241272
1171	430.889129638672	10.293805	76894.6171875	86896723.8636169
1172	430.890075683594	10.304355	44126.25390625	86967208.6403198
1173	430.888458251953	10.3147783333333	98041.3359375	87129175.7989502
1174	430.88916015625	10.3244483333333	96598.3828125	87282462.7200928
1176	430.889343261719	10.3385483333333	91322.9765625	87425871.1485596
1177	430.889129638672	10.34853	98096.5546875	87578184.9623718
1178	430.88916015625	10.3590166666667	102237.5859375	87738671.6864014
1179	430.889373779297	10.3695033333333	110855.1171875	87916639.6895752
1180	430.889373779297	10.3800333333333	105227.40625	88086139.5667419
1181	430.889312744141	10.3904866666667	100562.3203125	88250009.0501404
1182	430.889221191406	10.400985	101230.0390625	88410083.5325928
1184	430.88916015625	10.4151383333333	106872.734375	88580302.7818298
1185	430.889251708984	10.4251166666667	113221.8046875	88762375.1910095
1186	430.889221191406	10.4355983333333	114029.1328125	88945393.1550903
1188	430.889251708984	10.4496266666667	94193.6171875	89092778.6158752
1189	430.889678955078	10.4595933333333	60623.99609375	89191484.5429993
1191	430.888885498047	10.473665	56017.66796875	89284018.381073
1192	430.888977050781	10.4826566666667	58670.62890625	89373970.1867676
1194	430.88916015625	10.4958283333333	48594.80859375	89453558.4011841
1195	430.889068603516	10.50497	48108.81640625	89530173.0773621
1197	430.889190673828	10.5182033333333	92350.84375	89681827.2979431
1198	430.889007568359	10.52817	86591.390625	89819181.2670593
1199	430.889312744141	10.5386483333333	103280.5703125	89978642.4689331
1200	430.888977050781	10.5491433333333	89946.5078125	90122869.2801209
1201	430.889099121094	10.5596866666667	88190.6484375	90267555.23172
1202	430.889221191406	10.5701416666667	88097.9609375	90412007.2055969
1203	430.888793945313	10.5807283333333	95016.984375	90562003.2084045
1204	430.889129638672	10.5911166666667	82546.46875	90697062.7691345
1205	430.889221191406	10.6016766666667	99771.390625	90857094.2878113
1206	430.888946533203	10.6120816666667	77024.6015625	90983108.6554871
1207	430.889923095703	10.622575	41848.95703125	91049548.8836975
1209	430.888793945313	10.6366833333333	50349.26171875	91126621.1982117
1211	430.888732910156	10.649395	54530.88671875	91209310.0614929
1212	430.888732910156	10.6585966666667	48043.10546875	91282011.2688904
1213	430.888977050781	10.6683233333333	44774.5	91349503.1075134
1214	430.888793945313	10.678115	48464.984375	91429901.1730957
1215	430.888092041016	10.687795	106011.6875	91599197.8100586
1216	430.889038085938	10.6975433333333	83950.3515625	91733805.2912903
1217	430.888946533203	10.7080383333333	102107.2578125	91891477.367157
1218	430.888824462891	10.7185783333333	100481.8828125	92053866.3244324
1219	430.888916015625	10.7290333333333	95414.296875	92209566.9914856
1220	430.889007568359	10.739515	85685.03125	92348286.2519836
