MZ	sumIntensity
548.323	1070
810.224	1070
855.111	1070
880.111	1070
1080.5	1070
490.781	1070
801.146	1070
591.181	1070
910.152	1070
777.734	1070
974.686	1070
927.706	1070
650.751	1070
661.274	1070
1158.445	1070
736.638	1070
879.407	1070
598.869	1070
901.826	1070
998.348	1070
692.403	1070
722.781	1070
848.2	1070
567.784	1070
950.246	1070
552.21	1070
903.086	1070
778.782	1070
1290.055	1070
614.724	1070
661.664	1070
649.77	1070
838.839	1070
842.093	1070
696.78	1070
671.953	1070
755.184	1070
605.929	1070
723.842	1070
737.812	1070
1073.159	1070
688.705	1070
696.591	1070
901.844	1070
1235.861	1070
794.634	1070
566.328	1070
757.374	1070
738.125	1070
692.291	1070
576.781	1070
785.778	1070
823.351	1070
824.164	1070
483.879	1070
757.868	1070
828.761	1070
855.465	1070
1551.443	1070
544.877	1070
829.136	1070
701.262	1070
514.87	1070
604.75	1070
744.345	1070
989.136	1070
776.696	1070
674.724	1070
679.173	1070
532.807	1070
902.801	1070
708.178	1070
873.414	1070
575.255	1070
830.689	1070
675.591	1069
940.509	1069
1090.477	1069
909.456	1069
538.748	1069
544.662	1069
541.763	1069
532.741	1069
600.265	1069
855.553	1069
800.652	1069
893.064	1069
755.214	1069
1014.806	1069
821.702	1069
633.186	1069
702.782	1069
791.712	1069
1010.249	1069
1229.344	1069
805.104	1069
661.138	1069
835.711	1069
803.431	1069
689.321	1069
1143.023	1069
822.049	1069
604.68	1069
592.284	1069
1185.774	1069
732.712	1069
807.596	1069
966.58	1069
606.891	1069
903.661	1069
654.299	1069
695.833	1069
773.283	1069
940.341	1069
552.678	1069
1205.735	1069
911.794	1069
474.792	1069
895.203	1069
685.223	1069
881.692	1069
731.742	1069
879.242	1069
698.787	1069
1078.171	1069
734.107	1069
668.704	1069
715.173	1069
856.176	1069
713.698	1069
741.248	1069
601.277	1069
927.645	1069
695.424	1069
646.232	1069
952.045	1069
816.707	1069
524.766	1069
741.945	1069
615.714	1069
751.294	1069
635.243	1069
736.487	1069
796.615	1069
593.201	1069
758.308	1069
580.245	1069
682.321	1069
703.138	1069
755.75	1069
864.65	1069
887.706	1069
714.766	1069
984.666	1069
805.054	1069
867.793	1069
1072.585	1069
749.394	1069
688.756	1069
883.231	1069
867.536	1069
695.873	1069
894.645	1069
556.841	1069
1304.502	1069
1074.156	1069
836.614	1069
677.824	1069
1426.042	1069
940.641	1069
713.668	1069
765.74	1069
869.453	1069
746.691	1069
593.526	1069
1232.867	1069
694.125	1069
842.693	1069
728.334	1069
630.424	1069
640.421	1069
725.728	1069
812.083	1069
670.866	1069
894.052	1069
755.393	1069
732.804	1069
826.419	1069
677.312	1069
768.396	1069
787.186	1069
691.411	1069
788.769	1069
771.685	1069
675.334	1069
860.284	1069
563.773	1069
725.837	1069
632.19	1069
697.79	1069
600.763	1069
653.306	1069
641.767	1069
709.776	1069
912.225	1069
910.442	1069
745.626	1069
689.212	1069
722.805	1069
836.11	1068
869.703	1068
859.607	1068
520.296	1068
1443.036	1068
956.264	1068
610.776	1068
628.743	1068
955.609	1068
701.696	1068
749.769	1068
832.163	1068
567.707	1068
701.149	1068
811.178	1068
892.085	1068
571.689	1068
682.232	1068
936.197	1068
729.22	1068
996.212	1068
984.654	1068
937.016	1068
745.792	1068
709.223	1068
693.63	1068
1068.524	1068
782.171	1068
563.388	1068
536.301	1068
557.233	1068
675.128	1068
690.828	1068
734.21	1068
768.46	1068
1202.499	1068
884.722	1068
785.735	1068
732.743	1068
737.151	1068
756.278	1068
685.943	1068
789.946	1068
1211.629	1068
547.814	1068
734.17	1068
693.758	1068
838.384	1068
852.207	1068
604.277	1068
612.183	1068
711.843	1068
1016.605	1068
629.811	1068
649.221	1068
827.701	1068
657.88	1068
600.769	1068
835.753	1068
586.746	1068
754.855	1068
730.948	1068
763.312	1068
618.784	1068
607.193	1068
694.682	1068
681.292	1068
725.459	1068
1142.182	1068
664.219	1068
951.709	1068
841.66	1068
692.705	1068
810.383	1068
714.849	1068
938.669	1068
642.255	1068
727.367	1068
794.121	1068
1285.362	1068
1026.552	1068
671.767	1068
846.633	1068
599.764	1068
882.714	1068
687.338	1068
722.72	1068
622.714	1068
640.808	1068
568.24	1068
749.179	1068
805.77	1068
918.135	1068
959.724	1068
681.308	1068
1390.369	1068
811.78	1068
706.467	1068
645.868	1068
835.158	1068
913.256	1068
658.283	1068
453.84	1068
568.254	1068
721.266	1068
734.815	1068
709.562	1068
690.695	1068
833.907	1068
586.263	1068
815.229	1068
701.301	1068
668.366	1068
650.066	1068
661.642	1068
531.834	1068
882.7	1068
638.887	1068
545.76	1068
672.695	1068
719.82	1068
786.132	1068
1162.594	1068
719.712	1068
547.813	1068
648.285	1068
693.193	1068
915.821	1068
1429.049	1068
606.575	1068
541.702	1068
712.496	1068
862.681	1068
718.346	1067
633.705	1067
485.751	1067
885.506	1067
697.527	1067
917.255	1067
650.761	1067
500.858	1067
656.781	1067
805.184	1067
993.077	1067
793.313	1067
870.715	1067
729.836	1067
776.285	1067
768.116	1067
773.212	1067
751.742	1067
989.179	1067
838.141	1067
808.603	1067
980.841	1067
738.668	1067
759.146	1067
1132.66	1067
713.157	1067
812.403	1067
1018.051	1067
803.764	1067
568.822	1067
700.185	1067
665.328	1067
1103.673	1067
672.3	1067
787.69	1067
692.162	1067
617.263	1067
613.747	1067
785.226	1067
804.682	1067
1337.598	1067
586.722	1067
935.667	1067
560.227	1067
639.809	1067
907.397	1067
626.769	1067
914.205	1067
532.841	1067
829.704	1067
615.748	1067
742.247	1067
670.361	1067
591.67	1067
684.225	1067
790.653	1067
604.834	1067
777.173	1067
907.752	1067
947.763	1067
773.327	1067
979.661	1067
745.39	1067
741.827	1067
682.298	1067
924.742	1067
663.127	1067
1144.657	1067
780.882	1067
893.109	1067
630.65	1067
537.327	1067
606.79	1067
815.066	1067
831.701	1067
818.615	1067
624.318	1067
887.734	1067
841.455	1067
584.76	1067
724.785	1067
884.573	1067
769.12	1067
766.191	1067
833.191	1067
519.252	1067
696.741	1067
865.641	1067
904.413	1067
791.361	1067
690.752	1067
616.841	1067
518.801	1067
796.86	1067
1193.681	1067
893.925	1067
871.122	1067
669.144	1067
648.788	1067
728.112	1067
770.216	1067
893.831	1067
810.81	1067
938.762	1067
474.851	1067
793.416	1067
965.151	1067
773.814	1067
793.292	1067
672.721	1067
705.064	1067
708.173	1067
805.445	1067
806.217	1067
673.762	1067
1157.127	1067
884.74	1067
598.75	1067
619.203	1067
768.735	1067
718.695	1067
1079.366	1067
523.133	1067
1351.761	1067
793.727	1067
438.757	1067
779.028	1067
858.802	1067
624.731	1067
677.808	1067
896.655	1066
806.696	1066
1373.316	1066
968.754	1066
536.798	1066
903.202	1066
1020.095	1066
490.783	1066
813.675	1066
907.026	1066
788.161	1066
624.697	1066
773.69	1066
930.729	1066
950.379	1066
986.687	1066
966.233	1066
719.249	1066
585.204	1066
1483.053	1066
810.721	1066
689.746	1066
689.125	1066
622.746	1066
812.355	1066
658.472	1066
825.266	1066
609.729	1066
508.728	1066
746.301	1066
1023.805	1066
761.227	1066
760.127	1066
1151.092	1066
573.744	1066
753.774	1066
887.121	1066
1057.981	1066
730.899	1066
553.327	1066
817.027	1066
880.641	1066
1150.451	1066
733.932	1066
589.788	1066
789.187	1066
710.252	1066
691.341	1066
875.786	1066
654.69	1066
871.196	1066
1038.716	1066
530.768	1066
1013.624	1066
868.327	1066
817.513	1066
651.633	1066
813.314	1066
692.713	1066
753.824	1066
646.752	1066
527.756	1066
698.289	1066
734.721	1066
723.841	1066
678.239	1066
680.895	1066
590.804	1066
732.825	1066
743.086	1066
1271.03	1066
872.97	1066
909.324	1066
715.349	1066
650.328	1066
864.799	1066
678.743	1066
887.888	1066
795.546	1066
1048.212	1066
863.645	1066
672.688	1066
752.71	1066
805.364	1066
690.718	1066
904.155	1066
792.217	1066
802.593	1066
734.74	1066
742.756	1066
848.975	1066
868.973	1066
601.059	1066
802.846	1066
643.337	1066
805.628	1066
577.268	1066
803.641	1066
598.74	1066
630.787	1066
755.685	1066
696.104	1066
628.641	1066
686.679	1066
778.62	1066
761.312	1066
886.055	1066
691.789	1066
897.307	1066
870.341	1066
630.227	1066
994.003	1066
750.159	1066
741.408	1066
672.364	1066
756.437	1066
992.993	1066
579.481	1066
625.723	1066
717.674	1066
775.739	1066
701.561	1066
590.612	1066
683.783	1066
1081.576	1066
995.012	1065
701.718	1065
695.453	1065
715.851	1065
782.343	1065
492.325	1065
503.762	1065
569.784	1065
700.003	1065
764.195	1065
806.16	1065
839.234	1065
687.708	1065
789.242	1065
1464.28	1065
783.701	1065
705.115	1065
808.54	1065
955.173	1065
643.276	1065
658.449	1065
753.674	1065
587.882	1065
681.793	1065
721.67	1065
686.595	1065
805.21	1065
882.122	1065
921.244	1065
1145.43	1065
777.029	1065
548.678	1065
753.719	1065
873.207	1065
640.793	1065
652.757	1065
809.688	1065
675.299	1065
537.767	1065
877.068	1065
611.308	1065
623.894	1065
1151.404	1065
626.812	1065
716.812	1065
557.901	1065
555.351	1065
809.761	1065
834.663	1065
746.777	1065
727.18	1065
689.694	1065
1134.52	1065
958.428	1065
629.323	1065
642.729	1065
782.367	1065
892.896	1065
735.307	1065
865.544	1065
780.242	1065
781.218	1065
519.824	1065
634.174	1065
745.386	1065
671.314	1065
724.831	1065
723.773	1065
588.298	1065
734.355	1065
847.658	1065
492.764	1065
911.314	1065
641.927	1065
755.124	1065
692.626	1065
960.641	1065
627.227	1065
987.585	1065
940.089	1065
767.389	1065
801.212	1065
724.713	1065
718.829	1065
855.206	1065
671.339	1065
667.154	1065
883.698	1065
753.975	1065
627.921	1065
611.777	1065
816.136	1065
697.3	1065
681.188	1065
634.728	1065
650.394	1065
628.346	1065
589.725	1065
703.768	1065
630.126	1065
837.924	1065
814.228	1065
665.161	1065
579.803	1065
645.461	1065
840.757	1065
809.771	1065
712.042	1065
479.811	1065
825.636	1065
823.784	1065
690.733	1065
761.353	1065
718.682	1065
808.749	1065
1066.856	1065
785.086	1065
539.357	1065
683.732	1065
761.751	1065
778.696	1065
980.798	1065
625.829	1065
438.313	1065
952.037	1065
709.448	1065
781.729	1065
927.639	1065
647.712	1065
1098.273	1065
748.652	1065
989.685	1065
688.864	1065
735.784	1065
470.321	1065
737.303	1065
700.021	1065
561.656	1065
1050.356	1065
780.221	1065
1086.566	1065
895.361	1064
614.768	1064
933.534	1064
782.115	1064
741.684	1064
758.728	1064
921.639	1064
805.638	1064
655.291	1064
792.243	1064
678.251	1064
670.776	1064
860.399	1064
735.625	1064
645.679	1064
971.744	1064
1427.887	1064
649.225	1064
821.29	1064
710.204	1064
823.723	1064
610.743	1064
800.147	1064
814.885	1064
909.238	1064
928.677	1064
458.828	1064
450.839	1064
717.688	1064
723.565	1064
797.096	1064
457.847	1064
607.782	1064
848.687	1064
859.094	1064
567.31	1064
797.37	1064
966.616	1064
753.441	1064
769.32	1064
1125.317	1064
1133.894	1064
614.365	1064
568.716	1064
566.233	1064
1066.701	1064
780.426	1064
751.721	1064
934.645	1064
879.753	1064
849.345	1064
822.137	1064
797.823	1064
777.836	1064
853.74	1064
692.289	1064
526.371	1064
709.42	1064
809.456	1064
1478.637	1064
650.186	1064
829.642	1064
499.383	1064
780.673	1064
698.741	1064
835.374	1064
1034.145	1064
738.879	1064
590.361	1064
940.685	1064
835.713	1064
749.711	1064
591.451	1064
678.675	1064
867.699	1064
809.444	1064
1015.675	1064
740.808	1064
715.877	1064
845.782	1064
847.745	1064
562.715	1064
741.707	1064
817.25	1064
777.225	1064
687.42	1064
635.238	1064
707.696	1064
1043.309	1064
704.238	1064
792.161	1064
593.28	1064
655.698	1064
736.367	1064
598.767	1064
503.243	1064
663.775	1064
622.704	1064
621.159	1064
682.399	1064
810.21	1064
613.195	1064
686.143	1064
800.34	1064
609.341	1064
673.702	1064
865.121	1064
983.376	1064
642.281	1064
560.834	1064
692.316	1064
581.843	1064
733.183	1064
609.776	1064
630.329	1064
956.709	1064
988.794	1064
489.285	1064
540.75	1064
404.778	1064
947.796	1064
809.244	1064
847.527	1064
681.956	1064
851.028	1064
641.254	1064
996.632	1064
747.287	1064
1011.147	1064
509.432	1064
581.853	1064
814.365	1064
459.837	1064
860.698	1064
655.74	1064
688.23	1064
866.698	1064
690.207	1064
585.398	1064
618.378	1064
645.683	1064
607.554	1064
679.615	1064
612.676	1064
711.539	1064
467.725	1064
516.75	1064
470.742	1064
927.58	1064
764.687	1064
1078.093	1063
666.051	1063
884.416	1063
913.551	1063
901.62	1063
752.676	1063
793.688	1063
718.227	1063
405.799	1063
538.779	1063
416.778	1063
731.732	1063
674.655	1063
720.237	1063
821.255	1063
875.606	1063
650.824	1063
701.747	1063
836.164	1063
776.467	1063
675.234	1063
765.779	1063
752.176	1063
580.747	1063
718.231	1063
670.195	1063
595.802	1063
742.127	1063
787.716	1063
810.431	1063
656.749	1063
685.363	1063
811.753	1063
742.645	1063
768.355	1063
545.731	1063
550.28	1063
788.17	1063
957.254	1063
845.895	1063
807.844	1063
763.328	1063
736.731	1063
776.111	1063
947.496	1063
711.812	1063
821.719	1063
806.758	1063
495.772	1063
738.807	1063
782.31	1063
576.411	1063
734.299	1063
823.806	1063
631.795	1063
974.644	1063
601.708	1063
1000.655	1063
869.152	1063
635.691	1063
819.719	1063
569.247	1063
646.06	1063
900.149	1063
798.357	1063
929.702	1063
530.216	1063
697.251	1063
752.699	1063
864.123	1063
654.862	1063
823.777	1063
706.125	1063
775.072	1063
910.6	1063
927.295	1063
937.591	1063
1071.694	1063
810.726	1063
1068.642	1063
848.55	1063
776.216	1063
689.844	1063
610.819	1063
768.124	1063
728.163	1063
1068.174	1063
999.776	1063
827.708	1063
696.667	1063
659.234	1063
576.835	1063
1010.071	1063
682.643	1063
576.684	1063
799.848	1063
992.421	1063
698.77	1063
872.3	1063
919.613	1063
527.826	1063
677.308	1063
538.255	1063
719.605	1063
852.692	1063
776.806	1063
525.294	1063
609.811	1063
755.749	1063
782.685	1063
624.126	1063
747.598	1063
1044.618	1063
839.305	1063
683.647	1063
753.227	1063
753.345	1063
609.798	1063
607.294	1063
557.732	1063
917.742	1063
775.838	1063
704.467	1063
562.846	1063
633.925	1063
770.134	1063
906.212	1063
769.731	1063
606.766	1063
695.78	1063
653.155	1063
761.21	1063
599.236	1063
700.167	1063
849.018	1063
1237.256	1063
777.917	1063
838.717	1062
652.4	1062
1074.073	1062
1274.91	1062
955.372	1062
662.23	1062
496.71	1062
666.748	1062
574.639	1062
1531.143	1062
761.367	1062
797.861	1062
639.325	1062
783.998	1062
805.66	1062
940.4	1062
1483.167	1062
1008.475	1062
449.293	1062
868.657	1062
838.369	1062
754.903	1062
745.366	1062
768.361	1062
833.56	1062
519.274	1062
601.459	1062
793.38	1062
844.676	1062
913.094	1062
805.405	1062
609.24	1062
657.715	1062
775.741	1062
655.251	1062
925.633	1062
654.332	1062
841.386	1062
641.192	1062
1320.942	1062
853.753	1062
729.604	1062
891.735	1062
683.247	1062
752.812	1062
984.576	1062
848.403	1062
1011.13	1062
920.182	1062
969.388	1062
736.708	1062
925.006	1062
807.763	1062
877.153	1062
715.862	1062
775.682	1062
729.457	1062
619.865	1062
594.744	1062
895.747	1062
790.846	1062
793.892	1062
786.228	1062
629.8	1062
1195.911	1062
793.115	1062
815.427	1062
744.337	1062
575.911	1062
765.008	1062
1099.032	1062
796.685	1062
1204.773	1062
1226.941	1062
545.322	1062
804.617	1062
529.245	1062
572.284	1062
863.059	1062
469.789	1062
707.385	1062
882.358	1062
933.053	1062
784.347	1062
533.272	1062
940.647	1062
846.032	1062
788.216	1062
512.392	1062
761.346	1062
677.748	1062
803.805	1062
875.403	1062
825.729	1062
888.921	1062
862.377	1062
764.841	1062
842.395	1062
644.723	1062
658.202	1062
878.108	1062
730.61	1062
1076.415	1062
772.181	1062
732.82	1062
643.75	1062
595.833	1062
893.399	1062
539.854	1062
630.632	1062
509.823	1062
702.669	1062
519.369	1061
1241.105	1061
699.724	1061
817.097	1061
911.449	1061
641.205	1061
870.899	1061
558.743	1061
921.194	1061
880.689	1061
670.785	1061
757.157	1061
885.217	1061
743.859	1061
686.345	1061
878.437	1061
746.171	1061
812.439	1061
853.927	1061
695.694	1061
513.888	1061
778.614	1061
666.182	1061
733.214	1061
756.539	1061
656.568	1061
802.723	1061
529.689	1061
939.702	1061
812.47	1061
1140.971	1061
588.808	1061
791.693	1061
658.709	1061
785.7	1061
828.598	1061
917.388	1061
1086.673	1061
831.712	1061
955.703	1061
889.28	1061
794.819	1061
595.273	1061
725.743	1061
680.38	1061
806.809	1061
729.658	1061
834.781	1061
750.682	1061
866.632	1061
689.767	1061
954.337	1061
951.754	1061
664.875	1061
728.215	1061
802.832	1061
766.139	1061
873.722	1061
650.26	1061
807.611	1061
867.133	1061
642.23	1061
756.873	1061
938.705	1061
595.215	1061
1098.253	1061
482.791	1061
854.436	1061
1089.312	1061
543.772	1061
449.789	1061
972.957	1061
626.22	1061
709.192	1061
1522.033	1061
538.261	1061
629.245	1061
884.363	1061
654.726	1061
1013.768	1061
729.725	1061
810.13	1061
416.316	1061
518.754	1061
887.82	1061
682.253	1061
705.181	1061
980.693	1061
1116.566	1061
846.179	1061
937.807	1061
660.346	1061
559.743	1061
605.819	1061
679.852	1061
833.923	1061
1065.987	1061
590.426	1061
735.787	1061
1345.949	1061
984.383	1061
757.83	1061
907.827	1061
575.447	1061
1089.664	1061
797.606	1061
832.588	1061
1009.536	1061
519.817	1061
651.211	1061
681.637	1061
738.37	1061
604.84	1061
638.382	1061
678.505	1061
689.198	1061
692.38	1061
776.643	1061
593.918	1061
713.197	1061
1200.588	1061
1303.774	1061
546.237	1061
813.556	1061
740.289	1061
630.718	1061
803.319	1061
745.622	1061
868.819	1061
479.83	1061
729.573	1061
673.33	1061
785.169	1061
593.727	1061
707.63	1061
592.847	1061
995.022	1061
1575.321	1060
780.014	1060
920.718	1060
664.747	1060
807.646	1060
1315.623	1060
401.779	1060
710.644	1060
699.742	1060
759.694	1060
766.438	1060
556.846	1060
769.143	1060
947.505	1060
917.186	1060
488.781	1060
685.088	1060
785.866	1060
716.631	1060
645.06	1060
831.688	1060
994.843	1060
712.69	1060
1323.071	1060
653.646	1060
734.974	1060
807.73	1060
554.245	1060
607.066	1060
796.623	1060
436.787	1060
735.196	1060
808.759	1060
990.694	1060
790.267	1060
743.865	1060
701.218	1060
709.141	1060
524.286	1060
803.165	1060
719.8	1060
825.699	1060
707.153	1060
560.328	1060
646.78	1060
905.109	1060
1074.685	1060
816.295	1060
922.636	1060
579.745	1060
721.402	1060
901.74	1060
841.1	1060
1462.653	1060
668.785	1060
733.224	1060
592.828	1060
864.602	1060
776.661	1060
966.853	1060
958.649	1060
841.701	1060
1059.17	1060
739.241	1060
958.742	1060
976.054	1060
668.454	1060
779.249	1060
1033.795	1060
1166.3	1060
818.57	1060
635.91	1060
953.621	1060
676.743	1060
627.26	1060
1068.235	1060
516.248	1060
730.4	1060
787.869	1060
716.918	1060
802.466	1060
742.495	1060
876.085	1060
622.722	1060
789.632	1060
731.334	1060
811.73	1060
640.243	1060
721.394	1060
788.854	1060
643.212	1060
503.802	1060
683.82	1060
704.19	1060
729.207	1060
769.213	1060
775.113	1060
691.817	1060
778.749	1060
801.197	1060
711.175	1060
692.808	1060
618.406	1060
540.814	1060
685.392	1060
587.301	1060
868.534	1060
850.674	1060
1435.191	1060
1079.536	1060
734.625	1060
926.17	1060
608.823	1060
625.85	1060
806.558	1060
797.513	1060
797.069	1060
696.725	1060
801.822	1060
716.765	1060
867.82	1060
765.638	1060
669.64	1060
770.229	1059
767.056	1059
635.259	1059
751.704	1059
1014.507	1059
751.436	1059
662.808	1059
1159.031	1059
798.631	1059
909.017	1059
600.469	1059
1019.585	1059
807.644	1059
584.705	1059
609.162	1059
768.815	1059
980.369	1059
595.288	1059
960.129	1059
774.324	1059
750.495	1059
1012.334	1059
954.031	1059
680.297	1059
1054.612	1059
810.113	1059
1001.971	1059
784.3	1059
854.579	1059
668.764	1059
773.689	1059
713.868	1059
846.938	1059
825.399	1059
1026.702	1059
544.723	1059
917.736	1059
710.761	1059
808.309	1059
869.649	1059
836.406	1059
665.227	1059
800.308	1059
586.785	1059
619.248	1059
863.651	1059
1063.789	1059
753.869	1059
759.233	1059
623.741	1059
827.718	1059
647.665	1059
973.822	1059
1094.165	1059
711.716	1059
850.614	1059
528.753	1059
780.903	1059
966.991	1059
672.189	1059
844.795	1059
860.108	1059
525.384	1059
823.66	1059
723.091	1059
827.277	1059
697.407	1059
845.076	1059
684.803	1059
611.22	1059
625.305	1059
842.739	1059
867.878	1059
800.725	1059
752.869	1059
585.229	1059
915.764	1059
696.343	1059
707.195	1059
644.222	1059
560.792	1059
791.458	1059
867.289	1059
604.431	1059
1029.548	1059
722.337	1059
720.198	1059
851.684	1059
974.917	1059
521.742	1059
935.159	1059
644.898	1059
848.093	1059
753.373	1059
637.744	1059
739.106	1059
671.866	1059
873.824	1059
878.197	1059
606.867	1059
894.055	1059
690.263	1059
808.313	1059
450.77	1059
785.307	1059
661.65	1059
721.749	1059
827.919	1059
754.104	1059
605.336	1059
983.673	1059
768.864	1059
733.784	1059
602.685	1059
617.765	1059
877.585	1059
717.333	1059
988.204	1059
657.899	1059
696.663	1059
748.839	1059
807.893	1059
611.71	1059
692.121	1059
554.298	1059
713.524	1059
765.744	1059
993.644	1059
609.73	1058
975.78	1058
926.69	1058
566.721	1058
616.81	1058
515.802	1058
1151.704	1058
1301.159	1058
855.377	1058
600.127	1058
1316.087	1058
772.623	1058
790.123	1058
858.537	1058
810.106	1058
654.808	1058
901.954	1058
950.676	1058
693.798	1058
756.664	1058
796.279	1058
713.991	1058
633.681	1058
778.874	1058
706.494	1058
625.774	1058
954.179	1058
860.278	1058
515.273	1058
1174.103	1058
829.627	1058
674.138	1058
847.168	1058
679.666	1058
787.154	1058
689.794	1058
614.874	1058
595.272	1058
754.764	1058
798.217	1058
1185.601	1058
988.071	1058
855.683	1058
790.586	1058
929.798	1058
685.251	1058
788.227	1058
841.675	1058
867.848	1058
791.459	1058
991.652	1058
609.822	1058
817.073	1058
1068.659	1058
758.662	1058
707.21	1058
762.728	1058
586.278	1058
568.248	1058
747.816	1058
757.834	1058
781.888	1058
824.242	1058
693.248	1058
637.726	1058
637.824	1058
711.305	1058
716.957	1058
982.994	1058
1018.711	1058
949.115	1058
731.656	1058
865.401	1058
790.177	1058
599.771	1058
538.26	1058
1017.69	1058
950.965	1058
1008.361	1058
577.745	1058
790.831	1058
819.703	1058
1029.167	1058
600.194	1058
673.38	1058
669.403	1058
690.816	1058
723.323	1058
591.757	1058
683.427	1058
584.215	1058
573.756	1058
812.294	1058
1046.961	1058
687.335	1058
865.074	1058
785.296	1058
631.761	1058
636.837	1058
609.247	1058
877.744	1058
573.154	1058
594.232	1058
882.821	1058
637.284	1058
729.752	1058
715.682	1058
545.205	1058
853.721	1058
988.658	1058
595.217	1058
954.428	1058
627.293	1058
1244.242	1058
828.243	1058
764.827	1058
722.236	1058
803.085	1058
742.851	1058
831.338	1058
1054.657	1058
584.351	1058
789.246	1058
690.311	1058
657.152	1058
751.814	1058
588.775	1058
570.775	1058
649.78	1058
461.827	1058
762.457	1058
619.676	1058
1224.073	1058
606.719	1058
848.408	1058
402.73	1058
1029.373	1058
630.666	1057
775.849	1057
714.272	1057
592.849	1057
868.395	1057
744.664	1057
1117.69	1057
788.16	1057
784.732	1057
509.213	1057
820.754	1057
802.445	1057
762.847	1057
902.311	1057
784.468	1057
799.643	1057
515.748	1057
756.193	1057
942.948	1057
999.951	1057
679.325	1057
809.281	1057
756.797	1057
484.289	1057
720.755	1057
745.536	1057
570.74	1057
1221.996	1057
714.817	1057
794.648	1057
886.171	1057
525.727	1057
652.447	1057
688.748	1057
639.282	1057
948.804	1057
980.769	1057
668.204	1057
631.675	1057
662.777	1057
808.846	1057
1116.911	1057
697.719	1057
715.93	1057
1277.565	1057
642.362	1057
631.3	1057
758.726	1057
965.243	1057
597.402	1057
958.592	1057
884.276	1057
843.655	1057
818.202	1057
1069.068	1057
557.807	1057
798.783	1057
788.221	1057
860.634	1057
673.844	1057
973.606	1057
1086.697	1057
653.793	1057
666.662	1057
736.665	1057
641.185	1057
587.892	1057
844.596	1057
866.075	1057
960.144	1057
848.023	1057
853.703	1057
776.433	1057
652.9	1057
666.855	1057
717.397	1057
654.385	1057
743.238	1057
487.773	1057
631.182	1057
582.723	1057
746.701	1057
744.344	1057
640.818	1057
710.372	1057
811.146	1057
547.224	1057
631.843	1057
681.201	1057
615.724	1057
676.709	1057
682.447	1057
791.269	1057
731.893	1057
931.755	1057
772.723	1057
1032.616	1057
601.791	1057
1114.27	1057
581.859	1057
584.699	1057
799.771	1057
622.745	1057
524.802	1057
883.272	1057
841.423	1057
628.509	1057
855.234	1057
790.811	1057
863.156	1057
877.738	1057
826.968	1057
829.975	1057
665.603	1057
628.676	1057
899.546	1056
937.653	1056
773.007	1056
1010.608	1056
722.375	1056
882.501	1056
682.771	1056
1296.534	1056
857.416	1056
1052.152	1056
637.823	1056
657.385	1056
794.349	1056
768.624	1056
781.128	1056
973.063	1056
761.205	1056
812.274	1056
685.402	1056
648.249	1056
830.584	1056
707.823	1056
753.807	1056
813.144	1056
1016.77	1056
1047.658	1056
700.647	1056
794.661	1056
905.316	1056
591.276	1056
692.789	1056
964.766	1056
982.843	1056
746.7	1056
918.615	1056
787.185	1056
575.307	1056
572.283	1056
653.126	1056
597.811	1056
755.09	1056
992.636	1056
794.771	1056
553.815	1056
743.824	1056
601.762	1056
661.636	1056
796.187	1056
752.173	1056
678.231	1056
606.798	1056
779.983	1056
828.141	1056
759.301	1056
562.748	1056
654.308	1056
697.366	1056
874.167	1056
991.363	1056
849.709	1056
822.791	1056
770.166	1056
658.946	1056
727.27	1056
1072.456	1056
529.29	1056
908.08	1056
878.576	1056
721.77	1056
718.849	1056
868.397	1056
607.822	1056
733.507	1056
745.298	1056
784.832	1056
939.469	1056
829.679	1056
671.157	1056
884.14	1056
617.763	1056
884.78	1056
963.818	1056
765.935	1056
1006.561	1056
794.733	1056
890.365	1056
615.765	1056
594.389	1056
590.231	1056
586.797	1056
635.45	1056
672.115	1056
652.145	1056
503.261	1056
658.896	1056
772.684	1056
880.155	1056
765.415	1056
482.32	1056
716.724	1056
877.212	1056
942.081	1056
959.781	1056
642.688	1056
804.136	1056
929.633	1056
577.808	1056
784.134	1056
661.367	1056
717.414	1056
725.705	1056
653.215	1056
664.802	1056
727.749	1056
609.57	1056
525.604	1056
702.254	1055
746.6	1055
744.196	1055
616.198	1055
574.675	1055
624.726	1055
1094.079	1055
972.042	1055
979.235	1055
614.81	1055
743.717	1055
1008.521	1055
621.772	1055
886.76	1055
766.088	1055
889.993	1055
917.953	1055
620.366	1055
818.468	1055
729.145	1055
644.198	1055
730.993	1055
851.064	1055
1216.266	1055
1196.247	1055
564.339	1055
786.318	1055
766.754	1055
906.611	1055
719.255	1055
655.42	1055
592.781	1055
715.861	1055
1177.794	1055
729.696	1055
792.817	1055
882.877	1055
724.799	1055
907.181	1055
757.815	1055
788.136	1055
660.719	1055
782.881	1055
686.676	1055
1121.929	1055
1157.492	1055
811.76	1055
589.282	1055
983.195	1055
669.774	1055
1149.238	1055
573.316	1055
1009.305	1055
608.363	1055
739.45	1055
902.719	1055
744.283	1055
1031.599	1055
995.703	1055
790.32	1055
703.206	1055
510.844	1055
518.305	1055
777.811	1055
654.809	1055
891.847	1055
631.812	1055
623.747	1055
674.245	1055
877.124	1055
632.372	1055
502.264	1055
988.659	1055
659.876	1055
621.224	1055
805.161	1055
590.758	1055
563.753	1055
767.067	1055
800.758	1055
544.803	1055
591.794	1055
