Scan	ContainScans	BasePeak	MaxIntensity	RT	MostIntenseMass2Charge	CumulativeIntensity	TotalScans
984	316	430.889190673828	69067	8.57354	430.889190673828	66141314	70484
985	317	430.889068603516	71904	8.58438333333333	430.889007568359	66256030	70526
987	391	430.889190673828	69592	8.59805333333333	430.88916015625	66369576	70569
988	413	430.889129638672	73596	8.60801333333333	430.88916015625	66488320	70612
989	337	430.889129638672	78676	8.61851166666667	430.889129638672	66615707	70657
990	504	430.88916015625	42957	8.62900333333333	430.889251708984	66679666	70751
991	548	430.889526367188	39464	8.63893333333333	430.889343261719	66742444	70854
993	397	430.889373779297	106402	8.6524	430.889343261719	66908324	70904
994	360	430.889099121094	80839	8.66237666666667	430.889129638672	67043082	70956
995	616	430.888885498047	43663	8.67291333333333	430.889129638672	67111564	71067
996	531	430.88916015625	41088	8.68306833333333	430.889190673828	67175069	71167
997	614	430.88916015625	77314	8.69264333333333	430.889251708984	67292935	71250
998	658	430.889434814453	47184	8.70267333333333	430.889251708984	67363744	71363
999	690	430.888977050781	57931	8.71261	430.889068603516	67455943	71444
1000	730	430.889251708984	36948	8.72258	430.889343261719	67514491	71535
1001	673	430.889068603516	45168	8.73258666666667	430.889190673828	67581522	71648
1002	591	430.889068603516	53521	8.742525	430.889221191406	67668008	71741
1004	444	430.889282226563	77345	8.756085	430.889251708984	67791578	71791
1005	418	430.889465332031	72268	8.76605	430.889373779297	67911456	71844
1006	353	430.889099121094	68267	8.77652333333333	430.88916015625	68023143	71891
1008	378	430.889068603516	71244	8.7906	430.889099121094	68136804	71939
1009	467	430.888885498047	29447	8.80057666666667	430.889068603516	68186114	72020
1010	579	430.888977050781	45663	8.81045166666667	430.889251708984	68255544	72108
1011	287	430.888000488281	74411	8.82039666666667	430.887969970703	68378258	72158
1012	595	430.88916015625	33502	8.83037	430.889282226563	68427080	72258
1013	343	430.889068603516	66883	8.84029	430.889007568359	68533039	72310
1014	376	430.889007568359	62998	8.851105	430.889068603516	68639597	72358
1015	364	430.888916015625	74846	8.861315	430.888946533203	68755754	72406
1016	282	430.888854980469	68568	8.87187	430.888916015625	68863027	72450
1017	412	430.888580322266	73341	8.88225666666667	430.888702392578	68979535	72500
1018	352	430.888824462891	93729	8.89276166666667	430.888916015625	69131139	72546
1019	393	430.888946533203	78641	8.90329833333333	430.888977050781	69255597	72594
1020	617	430.888732910156	36107	8.91373666666667	430.889129638672	69312835	72679
1022	677	430.888977050781	56424	8.927065	430.889099121094	69397762	72780
1024	376	430.889099121094	71918	8.940015	430.889068603516	69517088	72827
1025	662	430.888549804688	40357	8.95031666666667	430.888946533203	69580522	72933
1026	653	430.889068603516	32103	8.95968666666667	430.889282226563	69630667	73033
1028	397	430.889007568359	69218	8.97315833333333	430.888977050781	69744259	73087
1029	394	430.889038085938	65406	8.98311833333333	430.889068603516	69849277	73136
1030	351	430.888946533203	130844	8.99361333333333	430.889007568359	70060109	73179
1031	373	430.88916015625	70079	9.00409	430.889068603516	70173229	73231
1032	399	430.888977050781	74151	9.01464666666667	430.888977050781	70290031	73285
1035	365	430.889282226563	80635	9.03208166666667	430.889221191406	70420642	73330
1036	566	430.888732910156	79179	9.04215	430.889007568359	70542502	73443
1038	686	430.889068603516	59972	9.05531833333333	430.889099121094	70641348	73556
1039	506	430.889068603516	50151	9.06446166666667	430.888916015625	70716653	73631
1040	404	430.889190673828	87340	9.07421333333333	430.889129638672	70852023	73681
1041	379	430.888977050781	87513	9.08511166666667	430.888946533203	70990583	73729
1042	404	430.889068603516	87232	9.09523166666667	430.889068603516	71133337	73781
1043	436	430.889038085938	81324	9.10570166666667	430.889007568359	71265727	73833
1044	398	430.889038085938	85618	9.11620333333333	430.889038085938	71404187	73889
1045	402	430.889068603516	97588	9.12673833333333	430.889068603516	71560821	73942
1046	370	430.889129638672	88713	9.137185	430.889129638672	71701446	73998
1047	314	430.88916015625	80850	9.147675	430.889129638672	71832481	74045
1048	370	430.889282226563	92702	9.158175	430.889282226563	71978353	74100
1049	374	430.888977050781	87449	9.168725	430.888916015625	72121449	74159
1050	351	430.888916015625	79771	9.17916	430.888916015625	72253262	74212
1051	385	430.888916015625	77996	9.18965333333333	430.888885498047	72379721	74260
1052	402	430.888793945313	91982	9.20014	430.888793945313	72524953	74304
1053	417	430.888824462891	114531	9.21076666666667	430.888824462891	72706802	74365
1054	380	430.888916015625	101932	9.22112833333333	430.888946533203	72862956	74422
1055	360	430.88916015625	101189	9.23161666666667	430.889099121094	73024785	74475
1056	377	430.888854980469	85504	9.24210166666667	430.888854980469	73165086	74524
1057	658	430.888885498047	43045	9.252635	430.889007568359	73234514	74628
1059	512	430.888641357422	44142	9.26565166666667	430.889068603516	73302906	74703
1060	522	430.888793945313	54781	9.275065	430.889251708984	73386001	74785
1061	533	430.88916015625	44905	9.285025	430.889282226563	73453084	74868
1064	696	430.889343261719	45731	9.30218833333333	430.889282226563	73522745	74963
1065	588	430.889068603516	52511	9.31157	430.889343261719	73600461	75060
1066	615	430.889526367188	55436	9.32155333333333	430.889495849609	73679711	75152
1067	678	430.888793945313	44577	9.33135	430.889343261719	73751529	75253
1068	725	430.888793945313	50040	9.34126666666667	430.889190673828	73827829	75339
1069	527	430.888977050781	48015	9.35115	430.889282226563	73899805	75425
1071	576	430.888977050781	46044	9.36472	430.889251708984	73972061	75503
1072	617	430.888885498047	46078	9.37417166666667	430.889190673828	74042053	75588
1073	657	430.888977050781	41958	9.384455	430.889373779297	74106601	75683
1074	558	430.888977050781	48961	9.39422666666667	430.889373779297	74186198	75774
1075	734	430.889434814453	49126	9.40412	430.889312744141	74260931	75874
1078	623	430.888885498047	49102	9.42096833333333	430.889343261719	74336669	75984
1080	441	430.889190673828	93370	9.43378333333333	430.889099121094	74480718	76033
1081	302	430.889190673828	81925	9.44374166666667	430.88916015625	74608549	76084
1082	397	430.889282226563	85085	9.45424	430.889221191406	74743590	76132
1083	342	430.889190673828	81606	9.46479833333333	430.889190673828	74875308	76178
1084	350	430.889312744141	95045	9.47522166666667	430.889221191406	75023790	76237
1086	446	430.889038085938	102143	9.48922166666667	430.889038085938	75185243	76298
1087	371	430.88916015625	145880	9.49923833333333	430.889129638672	75415433	76357
1088	382	430.889129638672	106926	9.50969	430.889038085938	75589444	76419
1089	415	430.889129638672	115149	9.52017666666667	430.889068603516	75770217	76478
1090	638	430.890014648438	60256	9.53067166666667	430.889923095703	75871621	76540
1091	749	430.888885498047	59716	9.54120333333333	430.88916015625	75961569	76658
1092	612	430.888732910156	53113	9.550875	430.889038085938	76041576	76759
1093	663	430.889251708984	53054	9.56051833333333	430.889343261719	76126032	76872
1094	652	430.888793945313	54603	9.57030333333333	430.889190673828	76205406	76969
1095	548	430.888885498047	62043	9.58018166666667	430.889068603516	76302995	77071
1096	563	430.888977050781	61137	9.58984166666667	430.889190673828	76395732	77170
1097	577	430.889068603516	68790	9.599515	430.889282226563	76504158	77269
1098	619	430.888977050781	53539	9.60922666666667	430.889343261719	76589673	77372
1099	529	430.888793945313	60993	9.61903166666667	430.889129638672	76682922	77462
1100	523	430.888549804688	60042	9.62869333333333	430.888916015625	76779395	77567
1101	663	430.888732910156	66508	9.638395	430.88916015625	76882592	77653
1103	391	430.889038085938	110323	9.651995	430.889038085938	77055064	77705
1104	387	430.889068603516	109136	9.66196833333333	430.889007568359	77233422	77760
1105	362	430.888977050781	117299	9.672455	430.888977050781	77420173	77810
1106	492	430.888885498047	50319	9.682945	430.888977050781	77500135	77908
1107	550	430.888641357422	57251	9.69276	430.889038085938	77587132	78005
1109	583	430.888885498047	66110	9.70597833333333	430.888946533203	77687459	78107
1110	640	430.888732910156	62682	9.71514166666667	430.888977050781	77782846	78215
1113	334	430.88818359375	108178	9.73206666666667	430.88818359375	77957887	78263
1114	406	430.889129638672	110063	9.74142666666667	430.889038085938	78136880	78319
1115	328	430.889038085938	110230	9.75224833333333	430.888977050781	78316078	78370
1116	361	430.888916015625	109015	9.76246166666667	430.888885498047	78486558	78419
1117	416	430.888885498047	107232	9.77289833333333	430.888916015625	78659852	78470
1118	419	430.888885498047	103241	9.783405	430.888916015625	78825881	78524
1119	378	430.889068603516	104749	9.793905	430.889007568359	78995063	78577
1120	336	430.889099121094	94791	9.804435	430.889068603516	79144856	78626
1121	376	430.889465332031	80405	9.81487833333333	430.889434814453	79268007	78664
1122	625	430.888793945313	52621	9.825345	430.889038085938	79342966	78777
1123	596	430.888885498047	45282	9.835105	430.889007568359	79411560	78882
1125	410	430.889312744141	78602	9.84863833333333	430.889221191406	79535910	78953
1126	510	430.889282226563	78959	9.85860166666667	430.889190673828	79663095	79044
1127	616	430.889007568359	78913	9.86909166666667	430.889038085938	79796848	79163
1128	647	430.889038085938	83653	9.87963	430.889038085938	79936094	79325
1129	713	430.889038085938	85244	9.89007	430.889007568359	80079286	79527
1130	582	430.889221191406	66366	9.90066833333333	430.889312744141	80179815	79618
1131	506	430.888885498047	80409	9.91105166666667	430.888916015625	80307616	79717
1132	603	430.888946533203	87654	9.9216	430.888977050781	80449465	79824
1133	569	430.889068603516	83091	9.93205666666667	430.889038085938	80584034	79924
1134	541	430.889007568359	88643	9.94255833333333	430.888977050781	80724653	80031
1135	572	430.889068603516	99018	9.95304166666667	430.889007568359	80880890	80153
1136	455	430.889099121094	102263	9.96357833333333	430.889099121094	81043827	80260
1137	488	430.889221191406	93569	9.97401333333333	430.889099121094	81196461	80358
1138	567	430.889129638672	90377	9.984505	430.889038085938	81341356	80461
1139	470	430.889251708984	88778	9.99500666666667	430.889190673828	81482491	80560
1140	546	430.889038085938	90273	10.00555	430.888916015625	81625650	80663
1141	531	430.889221191406	100286	10.0163233333333	430.889221191406	81784697	80766
1142	497	430.889129638672	102306	10.0264733333333	430.889068603516	81947305	80862
1143	571	430.889221191406	103171	10.03697	430.889190673828	82115468	80966
1144	471	430.889221191406	98726	10.0475033333333	430.88916015625	82271907	81059
1145	525	430.889221191406	84343	10.0579466666667	430.889129638672	82410759	81162
1146	527	430.889221191406	96245	10.068525	430.889221191406	82562198	81271
1148	831	430.889251708984	95897	10.0824816666667	430.889282226563	82716403	81538
1149	908	430.889312744141	109883	10.0924783333333	430.889312744141	82892666	81818
1150	834	430.889221191406	91672	10.1029616666667	430.889221191406	83041124	82104
1152	865	430.889282226563	83225	10.11705	430.889343261719	83181857	82363
1153	770	430.889190673828	82340	10.1270116666667	430.889190673828	83313377	82594
1154	821	430.889221191406	78155	10.137535	430.889251708984	83446081	82843
1155	889	430.889129638672	69932	10.148	430.889190673828	83570564	83097
1156	829	430.889312744141	60680	10.158535	430.889312744141	83671427	83322
1157	828	430.889190673828	81626	10.1689733333333	430.88916015625	83804985	83549
1159	763	430.889343261719	62242	10.1830216666667	430.889343261719	83910804	83760
1160	515	430.889282226563	55143	10.1930283333333	430.889495849609	83996608	83837
1161	807	430.889251708984	73859	10.2034783333333	430.889221191406	84118993	84033
1163	625	430.889282226563	65607	10.2177866666667	430.889190673828	84232279	84209
1165	669	430.889312744141	65378	10.2315333333333	430.889312744141	84341098	84365
1166	623	430.889221191406	68583	10.2415883333333	430.889251708984	84458721	84520
1167	513	430.888641357422	44534	10.2523233333333	430.888977050781	84530357	84591
1168	600	430.889404296875	91028	10.262375	430.889373779297	84683984	84741
1169	545	430.889434814453	85643	10.2728216666667	430.889434814453	84823391	84879
1170	577	430.889190673828	109098	10.2833233333333	430.889190673828	84996087	85011
1171	490	430.889129638672	76894	10.293805	430.889099121094	85125421	85134
1172	613	430.890075683594	44126	10.304355	430.889923095703	85194559	85184
1173	452	430.888458251953	98041	10.3147783333333	430.888427734375	85355205	85325
1174	510	430.88916015625	96598	10.3244483333333	430.889129638672	85506188	85417
1176	476	430.889343261719	91322	10.3385483333333	430.889343261719	85648684	85504
1177	524	430.889129638672	98096	10.34853	430.889129638672	85799464	85599
1178	480	430.88916015625	102237	10.3590166666667	430.889099121094	85958640	85676
1179	497	430.889373779297	110855	10.3695033333333	430.889343261719	86135745	85754
1180	426	430.889373779297	105227	10.3800333333333	430.889343261719	86303782	85828
1181	412	430.889312744141	100562	10.3904866666667	430.889312744141	86465303	85896
1182	438	430.889221191406	101230	10.400985	430.889190673828	86624112	85964
1184	416	430.88916015625	106872	10.4151383333333	430.88916015625	86791566	86019
1185	491	430.889251708984	113221	10.4251166666667	430.889221191406	86972834	86078
1186	482	430.889221191406	114029	10.4355983333333	430.889221191406	87154513	86144
1188	418	430.889251708984	94193	10.4496266666667	430.889282226563	87300643	86197
1189	542	430.889678955078	60623	10.4595933333333	430.890014648438	87398137	86242
1191	528	430.888885498047	56017	10.473665	430.889251708984	87489170	86350
1192	667	430.888977050781	58670	10.4826566666667	430.889190673828	87577208	86458
1194	688	430.88916015625	48594	10.4958283333333	430.889373779297	87653953	86570
1195	491	430.889068603516	48108	10.50497	430.889190673828	87728929	86670
1197	360	430.889190673828	92350	10.5182033333333	430.889221191406	87879080	86716
1198	457	430.889007568359	86591	10.52817	430.888916015625	88014402	86769
1199	393	430.889312744141	103280	10.5386483333333	430.889221191406	88171493	86811
1200	424	430.888977050781	89946	10.5491433333333	430.889038085938	88313326	86855
1201	332	430.889099121094	88190	10.5596866666667	430.889068603516	88454721	86904
1202	324	430.889221191406	88097	10.5701416666667	430.88916015625	88597869	86951
1203	368	430.888793945313	95016	10.5807283333333	430.888824462891	88746865	86998
1204	344	430.889129638672	82546	10.5911166666667	430.889068603516	88880407	87047
1205	429	430.889221191406	99771	10.6016766666667	430.88916015625	89037332	87098
1206	386	430.888946533203	77024	10.6120816666667	430.889007568359	89162385	87148
1207	717	430.889923095703	41848	10.622575	430.890258789063	89226761	87207
1209	658	430.888793945313	50349	10.6366833333333	430.889129638672	89302735	87329
1211	580	430.888732910156	54530	10.649395	430.889129638672	89384592	87432
1212	622	430.888732910156	48043	10.6585966666667	430.888854980469	89455496	87550
1213	550	430.888977050781	44774	10.6683233333333	430.889038085938	89520980	87657
1214	582	430.888793945313	48464	10.678115	430.888946533203	89596899	87761
1215	302	430.888092041016	106011	10.687795	430.888092041016	89764911	87817
1216	384	430.889038085938	83950	10.6975433333333	430.889038085938	89898628	87862
1217	362	430.888946533203	102107	10.7080383333333	430.888977050781	90054308	87910
1218	448	430.888824462891	100481	10.7185783333333	430.888793945313	90213591	87956
1219	390	430.888916015625	95414	10.7290333333333	430.888946533203	90367903	88008
1220	384	430.889007568359	85685	10.739515	430.889038085938	90503898	88054
